BBL
100144004
100144004
1000047501
1000057501
1000130005
1000157502
1000240001
1000250001
1000250010
1000257501
1000330001
1000330011
1000350001
1000530033
1000550014
1000550016
1000557501
1000640015
1000650010
1000750021
1000940001
1000940001
1000950027
1001210001
1001357501
1001357504
1001357504
1001457501
1001530024
1001550003
1001730027
1001750033
1001757504
1001950017
1002157505
1002250008
1002530001
1002747502
1002847503
1003450048
1003857501
1003950012
1004450014
1004550052
1004570009
1004640006
1004650001
1004737502
1004740033
1004950033
1005080025
1005150031
1005240001
1005257506
1005257510
1005440013
1005450015
1005450026
1005450059
1005457502
1005457503
1005550028
1005650011
1005650015
1005650021
1005730043
1005730075
1005750057
1005750077
1005850001
1005947501
1005947505
1005950016
1005957504
1006040033
1006150036
1006150086
1006160001
1006160011
1006240001
1006247503
1006450011
1006450029
1006950015
1006957503
1006957506
1007457502
1007630054
1007630056
1007630060
1007650001
1007650001
1007650041
1007740008
1007750022
1007750060
1007757501
1007840064
1007840071
1007850011
1007850015
1007850025
1007850037
1007850067
1007940017
1007950001
1007950044
1008040001
1008040044
1008050017
1008050019
1008140001
1008140030
1008140052
1008147501
1008150039
1008150046
1008240032
1008250012
1008250017
1008250024
1008250031
1008250071
1008340022
1008340049
1008340080
1008350001
1008350015
1008350041
1008350056
1008440042
1008550016
1008550024
1008550037
1008557501
1008640025
1008640028
1008640035
1008650007
1008650040
1008650053
1008657501
1008750001
1008750003
1008750019
1008750047
1008780004
1008850042
1008940071
1008940075
1008950034
1008950045
1008950066
1008957501
1009049024
1009050006
1009140036
1009150038
1009250060
1009350006
1009357501
1009457501
1009947501
1009950005
1010050001
1010050029
1010130012
1010150001
1010150049
1010157501
1010250025
1010250043
1010250054
1010257501
1010257502
1010330006
1010350001
1010350017
1010350047
1010450012
1010450030
1010450037
1010450051
1010450054
1010450061
1010540041
1010550001
1010647502
1010650012
1010650029
1010757501
1010757502
1010850041
1010930042
1010950029
1011050029
1011137502
1011147503
1011157503
1011250009
1011250025
1011257502
1011430015
1011450001
1011450012
1011450025
1011630061
1011637503
1011640063
1011647501
1011650004
1011657501
1011657505
1011680022
1011830029
1011840091
1011850001
1011850019
1011850025
1011850032
1011850042
1011950001
1011950010
1011950014
1011950018
1011950029
1012050034
1012150035
1012150056
1012250001
1012250029
1012250052
1012250055
1012350042
1012357501
1012450003
1012450019
1012450025
1012450047
1012450075
1012637501
1012747501
1012750006
1012750008
1012750027
1012750044
1012750059
1012750061
1012750064
1012850015
1012850021
1012850036
1012850059
1012930035
1012950017
1012950020
1012950023
1013047501
1013050013
1013050028
1013050033
1013050060
1013140015
1013150001
1013150044
1013230015
1013240034
1013250001
1013250024
1013350022
1013357501
1013447501
1013447502
1013450041
1013457501
1013650020
1013657502
1013740045
1013740060
1013750001
1013750016
1013750021
1013757501
1013840010
1013840032
1013840065
1013847502
1013850001
1013850032
1013850032
1013940013
1013957501
1013957502
1013957503
1014040022
1014050033
1014050040
1014060069
1014150021
1014240006
1014250001
1014250017
1014250029
1014257501
1014350044
1014357501
1014447501
1014450040
1014530001
1014650001
1014650021
1014737501
1014830001
1014950001
1014950004
1014950049
1015050001
1015050040
1015050056
1015150001
1015150007
1015150008
1015150070
1015157503
1015250009
1015250036
1015540023
1015550023
1015557501
1015650001
1015650035
1015657501
1015850001
1015850023
1015950001
1015950001
1015950031
1016137501
1016140069
1016150014
1016150060
1016157501
1016350017
1016440059
1016450050
1016550015
1016740010
1017350040
1017457501
1017457502
1017750006
1017750047
1017750165
1017950035
1018240016
1018250059
1018337505
1018337506
1018337507
1018440020
1018440020
1018440020
1018440020
1018440033
1018457501
1018457502
1018650001
1018650040
1018740058
1018750001
1018750036
1018850029
1018930025
1018950001
1019250050
1019257501
1019450001
1019450011
1019450061
1019457502
1019457503
1019457504
1019540036
1019547501
1019550026
1019950001
1019950005
1019950010
1019950016
1020250034
1020347501
1020347501
1020457501
1020457503
1020950046
1021340071
1021340090
1021340199
1021350013
1021350017
1021350020
1021350060
1021357501
1021450001
1021450015
1021630032
1021647501
1021650053
1021740001
1021740105
1021750015
1021750022
1021750027
1021750032
1021750033
1021750080
1021750128
1021750196
1022150042
1022150339
1022150343
1022150442
1022150465
1022150481
1022150561
1022150586
1022150591
1022150700
1022200005
1022250004
1022250010
2023430014
2023430032
2023640045
2024250020
2024350007
2024350035
2024430053
2024540011
2024550006
2024550018
2024650001
2024650025
2024650034
2024650038
2025050019
2025050050
2025050064
2025050084
2025130033
2025150009
2025150031
2025350001
2025530002
2025750065
2025830030
2026150065
2027240001
2027240001
2027240101
2027630227
2027650140
2027950014
2028050001
2028050041
2028240005
2028240038
2028250010
2028250017
2028350016
2028450007
2028450017
2028450020
2028650103
2028750039
2029650100
2029750013
2029750037
2029850031
2029850038
2029857501
2030250013
2030640001
2031250001
2031330001
2031430036
2031430285
2031630030
2031750010
2031750015
2031950012
2032130058
2032240009
2032250015
2032250027
2032250048
2032250156
2032350030
2032530091
2032550065
2032630001
2032630145
2032630292
2032850001
2032850028
2032850065
2032950016
2032950033
2033040010
2033040035
2033040055
2033050001
2033140057
2033150054
2033150094
2033150098
2033230022
2033350005
2033350050
2033350060
2033350110
2033350150
2033450019
2033550104
2033950047
2035630005
2036450001
2037140001
2037140050
2037150011
2037150017
2037150030
2037430057
2037850019
2038050043
2038050078
2038740001
2039250018
2039250025
2039250028
2039350053
2042850005
2043250001
2043450005
2043550001
2043650064
2045457501
2046240037
2048230024
2048250051
2048350018
2048350059
2048350070
2048450011
2051150001
2051150024
2056250065
2056550326
2057030179
2057040050
2057050025
2057050036
2057230084
2057230100
2057430029
2057450001
2057450305
2057457501
2057540001
2057540005
2057540072
2057540090
2057550019
2057550056
2057640642
2057850268
2057950537
2058141401
2058141401
2058251554
2058451799
2058451825
2059330425
3000457501
3001450026
3001450032
3001647502
3001657501
3001850019
3002350020
3002457501
3002530057
3002550001
3002550008
3002550020
3002550036
3002650001
3002650040
3002650043
3005230018
3005950300
3006250065
3006350013
3006950001
3007350020
3007350110
3007937503
3010530079
3010650031
3010650037
3010750035
3010750039
3011630001
3011750093
3011850039
3012150008
3012350001
3012630044
3013150010
3013150018
3013150027
3013250022
3013430031
3013750069
3014150045
3014250006
3014250013
3016430036
3016840001
3017557503
3017850020
3018240001
3018947501
3019050120
3019257501
3019330001
3020750012
3020757501
3021340001
3021340150
3024950023
3025830001
3027850001
3028850001
3028937502
3029250001
3029940105
3031110028
3031250007
3031450100
3031830037
